card_name,quantity,id,rarity,set_sym,premium
Path of Peace,2,12159,Common,UZ,No
Pegasus Charger,2,12165,Common,UZ,No
Launch,1,12167,Common,UZ,No
Pendrell Drake,3,12175,Common,UZ,No
Hollow Dogs,2,12177,Common,UZ,No
Symbiosis,3,12179,Common,UZ,No
Absolute Grace,1,12183,Uncommon,UZ,No
Shower of Sparks,1,12187,Common,UZ,No
Expunge,2,12191,Common,UZ,No
Unnerve,2,12199,Common,UZ,No
War Dance,1,12201,Uncommon,UZ,No
Serra's Embrace,2,12211,Uncommon,UZ,No
Sanctum Custodian,3,12217,Common,UZ,No
Sandbar Serpent,2,12231,Uncommon,UZ,No
Urza's Armor,1,12233,Uncommon,UZ,No
Sandbar Merfolk,1,12237,Common,UZ,No
Acridian,1,12239,Common,UZ,No
Viashino Weaponsmith,1,12245,Common,UZ,No
Rewind,2,12247,Common,UZ,No
Headlong Rush,2,12251,Common,UZ,No
Falter,1,12255,Common,UZ,No
Horseshoe Crab,2,12257,Common,UZ,No
Raze,1,12259,Common,UZ,No
Steam Blast,1,12261,Uncommon,UZ,No
Rescind,1,12273,Common,UZ,No
Pendrell Flux,1,12281,Common,UZ,No
Back to Basics,2,12287,Rare,UZ,No
Power Sink,2,12289,Common,UZ,No
Destructive Urge,2,12297,Uncommon,UZ,No
Disciple of Grace,1,12299,Common,UZ,No
Retromancer,1,12301,Common,UZ,No
Gaea's Bounty,1,12303,Common,UZ,No
Rejuvenate,2,12305,Common,UZ,No
Annul,3,12315,Common,UZ,No
Tolarian Winds,1,12323,Common,UZ,No
Power Taint,1,12329,Common,UZ,No
Thran Turbine,1,12339,Uncommon,UZ,No
Skittering Skirge,2,12343,Common,UZ,No
Carrion Beetles,1,12347,Common,UZ,No
Vebulid,1,12351,Rare,UZ,No
Skirge Familiar,3,12355,Uncommon,UZ,No
Hermetic Study,1,12357,Common,UZ,No
Ravenous Skirge,1,12359,Common,UZ,No
Breach,2,12365,Common,UZ,No
Goblin Patrol,1,12367,Common,UZ,No
Goblin Raider,2,12369,Common,UZ,No
Waylay,1,12375,Uncommon,UZ,No
Endoskeleton,2,12395,Uncommon,UZ,No
Bravado,4,12401,Common,UZ,No
Phyrexian Ghoul,1,12411,Common,UZ,No
Windfall,1,12415,Uncommon,UZ,No
Opal Gargoyle,3,12421,Common,UZ,No
Viashino Runner,3,12435,Common,UZ,No
Gorilla Warrior,1,12437,Common,UZ,No
Disciple of Law,2,12441,Common,UZ,No
Cradle Guard,1,12451,Uncommon,UZ,No
Voice of Law,2,12453,Uncommon,UZ,No
Titania's Chosen,1,12457,Uncommon,UZ,No
Deranged Hermit,1,12473,Rare,UL,No
Opportunity,2,12491,Uncommon,UL,No
Phyrexian Defiler,2,12493,Uncommon,UL,No
Aura Flux,6,12497,Common,UL,No
Harmonic Convergence,1,12499,Uncommon,UL,No
Silk Net,4,12507,Common,UL,No
Swat,4,12509,Common,UL,No
Phyrexian Broodlings,5,12511,Common,UL,No
Sleeper's Guile,1,12513,Common,UL,No
Opal Champion,1,12517,Common,UL,No
Viashino Cutthroat,2,12521,Uncommon,UL,No
Multani's Acolyte,3,12523,Common,UL,No
Yavimaya Wurm,5,12525,Common,UL,No
Cloud of Faeries,3,12527,Common,UL,No
About Face,4,12529,Common,UL,No
Ghitu Slinger,1,12531,Common,UL,No
Ghitu Fire-Eater,1,12533,Uncommon,UL,No
Defender of Law,4,12535,Common,UL,No
Expendable Troops,3,12537,Common,UL,No
Defender of Chaos,2,12541,Common,UL,No
Treefolk Mystic,5,12543,Common,UL,No
Yavimaya Scion,5,12545,Common,UL,No
Ostracize,1,12549,Common,UL,No
Viashino Sandscout,1,12557,Common,UL,No
Multani's Presence,1,12559,Uncommon,UL,No
Plague Beetle,4,12563,Common,UL,No
Lone Wolf,2,12565,Uncommon,UL,No
Repopulate,3,12571,Common,UL,No
Gang of Elk,1,12573,Uncommon,UL,No
King Crab,1,12575,Uncommon,UL,No
Thornwind Faeries,3,12577,Common,UL,No
Devout Harpist,2,12581,Common,UL,No
Peace and Quiet,1,12583,Uncommon,UL,No
Unearth,1,12585,Common,UL,No
Tragic Poet,2,12589,Common,UL,No
Intervene,6,12593,Common,UL,No
Levitation,2,12595,Uncommon,UL,No
Giant Cockroach,3,12599,Common,UL,No
Miscalculation,3,12607,Common,UL,No
Goblin Medics,1,12609,Common,UL,No
Fog of Gnats,2,12611,Common,UL,No
Bouncing Beebles,5,12613,Common,UL,No
Frantic Search,3,12615,Common,UL,No
Granite Grip,3,12617,Common,UL,No
Jhoira's Toolbox,1,12619,Uncommon,UL,No
Tinker,1,12623,Uncommon,UL,No
Tethered Skirge,2,12627,Uncommon,UL,No
Phyrexian Denouncer,5,12629,Common,UL,No
Erase,6,12633,Common,UL,No
Walking Sponge,2,12637,Uncommon,UL,No
Anthroplasm,1,12639,Rare,UL,No
Parch,4,12643,Common,UL,No
Angelic Curator,4,12647,Common,UL,No
Radiant's Judgment,2,12649,Common,UL,No
Vigilant Drake,5,12651,Common,UL,No
Sustainer of the Realm,3,12653,Uncommon,UL,No
Eviscerator,2,12655,Rare,UL,No
Phyrexian Debaser,3,12659,Common,UL,No
Second Chance,1,12661,Rare,UL,No
Radiant's Dragoons,2,12663,Uncommon,UL,No
Archivist,1,12667,Rare,UL,No
Angel's Trumpet,1,12675,Uncommon,UL,No
Rancor,5,12677,Common,UL,No
Cessation,2,12681,Common,UL,No
Rack and Ruin,1,12701,Uncommon,UL,No
Pygmy Pyrosaur,1,12707,Common,UL,No
Viashino Heretic,1,12715,Uncommon,UL,No
Ghitu War Cry,2,12717,Uncommon,UL,No
Iron Will,6,12723,Common,UL,No
Faerie Conclave,1,12725,Uncommon,UL,No
Sick and Tired,3,12727,Common,UL,No
Forbidding Watchtower,1,12729,Uncommon,UL,No
Rebuild,1,12731,Uncommon,UL,No
Viashino Bey,3,12737,Common,UL,No
Burst of Energy,2,12741,Common,UL,No
Thran War Machine,1,12747,Uncommon,UL,No
Weatherseed Faeries,3,12749,Common,UL,No
Slow Motion,1,12753,Common,UL,No
Voice of Duty,1,12755,Uncommon,UD,No
Landslide,1,12765,Uncommon,UD,No
Serra Advocate,1,12769,Uncommon,UD,No
Wall of Glare,2,12771,Common,UD,No
Field Surgeon,4,12773,Common,UD,No
Reliquary Monk,2,12775,Common,UD,No
Jasmine Seer,3,12777,Uncommon,UD,No
Capashen Knight,2,12779,Common,UD,No
Mask of Law and Grace,2,12783,Common,UD,No
Archery Training,2,12789,Uncommon,UD,No
Kingfisher,6,12801,Common,UD,No
Telepathic Spies,4,12805,Common,UD,No
Disappear,2,12807,Uncommon,UD,No
Rescue,1,12809,Common,UD,No
Metathran Elite,1,12813,Uncommon,UD,No
Mental Discipline,2,12815,Common,UD,No
Iridescent Drake,3,12823,Uncommon,UD,No
Disease Carriers,3,12829,Common,UD,No
Squirming Mass,3,12831,Common,UD,No
Ravenous Rats,1,12833,Common,UD,No
Nightshade Seer,1,12835,Uncommon,UD,No
Encroach,2,12837,Uncommon,UD,No
Dying Wail,4,12843,Common,UD,No
Festering Wound,1,12845,Uncommon,UD,No
Yawgmoth's Bargain,1,12853,Rare,UD,No
Keldon Vandals,1,12855,Common,UD,No
Colos Yearling,2,12857,Common,UD,No
Wild Colos,2,12861,Common,UD,No
Trumpet Blast,5,12865,Common,UD,No
Flame Jet,1,12867,Common,UD,No
Goblin Masons,1,12869,Common,UD,No
Mark of Fury,2,12871,Common,UD,No
Incendiary,2,12879,Uncommon,UD,No
Repercussion,1,12885,Rare,UD,No
Sowing Salt,1,12889,Uncommon,UD,No
Heart Warden,3,12891,Common,UD,No
Taunting Elf,3,12893,Common,UD,No
Goliath Beetle,4,12897,Common,UD,No
Ivy Seer,3,12899,Uncommon,UD,No
Yavimaya Elder,3,12901,Common,UD,No
Multani's Decree,4,12903,Common,UD,No
Gamekeeper,1,12905,Uncommon,UD,No
Momentum,1,12909,Uncommon,UD,No
Elvish Piper,1,12917,Rare,UD,No
Brass Secretary,2,12919,Uncommon,UD,No
Mantis Engine,3,12923,Uncommon,UD,No
Braidwood Sextant,1,12929,Uncommon,UD,No
Extruder,1,12935,Uncommon,UD,No
Scent of Jasmine,3,12945,Common,UD,No
Scent of Cinder,7,12947,Common,UD,No
Scent of Nightshade,5,12949,Common,UD,No
Scent of Brine,3,12951,Common,UD,No
Scent of Ivy,6,12953,Common,UD,No
Capashen Templar,3,12955,Common,UD,No
Fend Off,5,12957,Common,UD,No
Solidarity,2,12959,Common,UD,No
Chime of Night,3,12965,Common,UD,No
Bubbling Beebles,5,12977,Common,UD,No
Slinking Skirge,3,12979,Common,UD,No
Skittering Horror,2,12981,Common,UD,No
Magnify,3,12983,Common,UD,No
Sanctimony,3,12985,Uncommon,UD,No
Goblin Berserker,1,12991,Uncommon,UD,No
Rofellos's Gift,4,12993,Common,UD,No
Capashen Standard,4,12999,Common,UD,No
Metathran Soldier,3,13001,Common,UD,No
Illuminated Wings,2,13003,Common,UD,No
Fatigue,7,13005,Common,UD,No
Phyrexian Monitor,3,13009,Common,UD,No
Twisted Experiment,4,13011,Common,UD,No
Plated Spider,4,13017,Common,UD,No
Bubbling Muck,2,13019,Common,UD,No
Hulking Ogre,1,13021,Common,UD,No
Sigil of Sleep,3,13025,Common,UD,No
Tormented Angel,4,13027,Common,UD,No
Elvish Lookout,4,13029,Common,UD,No
Megatherium,1,13041,Rare,MM,No
Venomous Dragonfly,2,13043,Common,MM,No
Tremor,3,13047,Common,MM,No
Cave Sense,2,13049,Common,MM,No
Rushwood Legate,1,13051,Uncommon,MM,No
Credit Voucher,1,13059,Uncommon,MM,No
Remote Farm,4,13061,Common,MM,No
Swamp,1,13065,Land,MM,No
Forest,2,13067,Land,MM,No
Caustic Wasps,1,13077,Uncommon,MM,No
Plains,2,13085,Land,MM,No
Island,1,13089,Land,MM,No
Mountain,1,13091,Land,MM,No
Cateran Brute,1,13099,Common,MM,No
Henge of Ramos,1,13105,Uncommon,MM,No
Subterranean Hangar,1,13121,Uncommon,MM,No
Muzzle,5,13123,Common,MM,No
Crash,4,13125,Common,MM,No
Saprazzan Outrigger,1,13127,Common,MM,No
Blockade Runner,1,13129,Common,MM,No
Cateran Slaver,1,13135,Rare,MM,No
Renounce,1,13141,Uncommon,MM,No
Cackling Witch,2,13155,Uncommon,MM,No
Last Breath,1,13161,Uncommon,MM,No
Putrefaction,2,13171,Uncommon,MM,No
Lure,1,13173,Uncommon,MM,No
Waterfront Bouncer,1,13175,Common,MM,No
Rouse,1,13177,Common,MM,No
Sever Soul,3,13191,Common,MM,No
Maggot Therapy,1,13193,Common,MM,No
Soothing Balm,1,13205,Common,MM,No
Skulking Fugitive,1,13209,Common,MM,No
Jhovall Rider,1,13223,Uncommon,MM,No
Lunge,1,13229,Common,MM,No
Arrest,1,13235,Uncommon,MM,No
Tidal Bore,1,13239,Common,MM,No
Deepwood Drummer,1,13241,Common,MM,No
Nightwind Glider,1,13249,Common,MM,No
Bog Witch,3,13261,Common,MM,No
Revered Elder,1,13265,Common,MM,No
Deathgazer,1,13267,Uncommon,MM,No
Panacea,1,13271,Uncommon,MM,No
Snorting Gahr,2,13279,Common,MM,No
Dark Ritual,1,13287,Common,MM,No
Hammer Mage,1,13295,Uncommon,MM,No
Vernal Equinox,1,13299,Rare,MM,No
Sacred Prey,1,13301,Common,MM,No
Saprazzan Cove,1,13309,Uncommon,MM,No
Spidersilk Armor,1,13315,Common,MM,No
Ramosian Commander,1,13319,Uncommon,MM,No
Devout Witness,2,13321,Common,MM,No
Ramosian Sergeant,1,13323,Common,MM,No
Orim's Cure,3,13325,Common,MM,No
Flailing Ogre,1,13327,Uncommon,MM,No
Horned Troll,2,13329,Common,MM,No
Notorious Assassin,1,13333,Rare,MM,No
Warmonger,2,13337,Uncommon,MM,No
Squallmonger,1,13339,Uncommon,MM,No
Deepwood Wolverine,1,13351,Common,MM,No
Charmed Griffin,1,13353,Uncommon,MM,No
Rushwood Grove,2,13361,Uncommon,MM,No
Word of Blasting,1,13391,Uncommon,MM,No
Squall,1,13395,Common,MM,No
Pious Warrior,3,13413,Common,MM,No
Saprazzan Raider,2,13415,Common,MM,No
Buoyancy,2,13417,Common,MM,No
Shock Troops,1,13419,Common,MM,No
Stinging Barrier,1,13443,Common,MM,No
False Demise,1,13449,Uncommon,MM,No
Moment of Silence,1,13451,Common,MM,No
Rushwood Herbalist,1,13459,Common,MM,No
Ley Line,1,13467,Uncommon,MM,No
Mercadian Bazaar,1,13469,Uncommon,MM,No
Righteous Aura,1,13471,Uncommon,MM,No
Arms Dealer,1,13485,Uncommon,MM,No
Flailing Soldier,3,13487,Common,MM,No
Ogre Taskmaster,1,13489,Uncommon,MM,No
High Seas,1,13493,Uncommon,MM,No
Enslaved Horror,1,13509,Uncommon,MM,No
Ramosian Lieutenant,2,13511,Common,MM,No
Power Matrix,1,13527,Rare,MM,No
Disenchant,3,13547,Common,MM,No
Misshapen Fiend,1,13549,Common,MM,No
Lightning Hounds,2,13561,Common,MM,No
Task Force,1,13565,Common,MM,No
Sizzle,1,13571,Common,MM,No
Battle Rampart,2,13577,Common,MM,No
Close Quarters,1,13581,Uncommon,MM,No
Cinder Elemental,1,13595,Uncommon,MM,No
Furious Assault,1,13597,Common,MM,No
Saber Ants,1,13600,Uncommon,MM,Yes
Crenellated Wall,1,13603,Uncommon,MM,No
Hoodwink,1,13605,Common,MM,No
Giant Caterpillar,1,13607,Common,MM,No
Hired Giant,1,13625,Uncommon,MM,No
Ferocity,2,13629,Common,MM,No
Seismic Mage,2,13639,Rare,MM,No
Mercadia's Downfall,1,13641,Uncommon,MM,No
Misstep,2,13647,Common,MM,No
Thunderclap,4,13661,Common,MM,No
Rock Badger,1,13663,Uncommon,MM,No
Ballista Squad,1,13681,Uncommon,MM,No
Pretender's Claim,1,13705,Uncommon,MM,No
War Tax,1,13709,Uncommon,MM,No
Deepwood Elder,1,13713,Rare,MM,No
Jhovall Queen,1,13725,Rare,MM,No
Trap Runner,1,13727,Uncommon,MM,No
Crossbow Infantry,1,13729,Common,MM,No
Blaster Mage,1,13731,Common,MM,No
Rampart Crawler,1,13733,Common,MM,No
Undertaker,2,13735,Common,MM,No
Belbe's Percher,1,13743,Common,NE,No
Defender en-Vec,2,13753,Common,NE,No
Skyshroud Sentinel,2,13759,Common,NE,No
Silkenfist Fighter,3,13761,Common,NE,No
Topple,2,13769,Common,NE,No
Murderous Betrayal,1,13771,Rare,NE,No
Reverent Silence,1,13777,Common,NE,No
Woodripper,1,13779,Uncommon,NE,No
Treetop Bracers,1,13781,Common,NE,No
Silkenfist Order,1,13793,Uncommon,NE,No
Infiltrate,1,13801,Common,NE,No
Flint Golem,1,13803,Uncommon,NE,No
Battlefield Percher,1,13813,Uncommon,NE,No
Mossdog,1,13817,Common,NE,No
Skyshroud Ridgeback,3,13823,Common,NE,No
Lawbringer,1,13829,Common,NE,No
Eye of Yawgmoth,1,13835,Rare,NE,No
Laccolith Whelp,1,13839,Common,NE,No
Mogg Alarm,1,13841,Uncommon,NE,No
Spiteful Bully,2,13845,Common,NE,No
Phyrexian Driver,1,13849,Common,NE,No
Sneaky Homunculus,2,13851,Common,NE,No
Harvest Mage,2,13859,Common,NE,No
Vicious Hunger,1,13863,Common,NE,No
Fog Patch,4,13877,Common,NE,No
Flowstone Surge,1,13881,Uncommon,NE,No
Defiant Falcon,2,13883,Common,NE,No
Seal of Cleansing,1,13909,Common,NE,No
Seal of Fire,2,13915,Common,NE,No
Seal of Strength,1,13917,Common,NE,No
Lightbringer,2,13925,Common,NE,No
Angelic Favor,1,13927,Uncommon,NE,No
Parallax Dementia,1,13933,Common,NE,No
Blastoderm,1,13935,Common,NE,No
Rathi Intimidator,1,13939,Common,NE,No
Flowstone Strike,1,13941,Common,NE,No
Mogg Toady,2,13945,Common,NE,No
Bola Warrior,1,13959,Common,NE,No
Laccolith Grunt,1,13973,Common,NE,No
Stronghold Zeppelin,1,13975,Uncommon,NE,No
Skyshroud Cutter,2,13979,Common,NE,No
Flowstone Crusher,3,13991,Common,NE,No
Sivvi's Ruse,1,14003,Uncommon,NE,No
Spineless Thug,1,14011,Common,NE,No
Wandering Eye,1,14013,Common,NE,No
Pack Hunt,1,14015,Rare,NE,No
Rupture,1,14018,Uncommon,NE,Yes
Whipstitched Zombie,1,14029,Common,PR,No
Chimeric Idol,1,14031,Uncommon,PR,No
Lesser Gargadon,1,14049,Uncommon,PR,No
Rib Cage Spider,2,14067,Common,PR,No
Calming Verse,1,14075,Common,PR,No
Troubled Healer,4,14079,Common,PR,No
Flameshot,1,14083,Uncommon,PR,No
Fen Stalker,1,14093,Common,PR,No
Hazy Homunculus,3,14103,Common,PR,No
Coastal Hornclaw,1,14109,Common,PR,No
Latulla's Orders,1,14111,Common,PR,No
Vintara Elephant,2,14113,Common,PR,No
Jolrael's Favor,1,14117,Common,PR,No
Inflame,1,14119,Common,PR,No
Death Charmer,1,14123,Common,PR,No
Living Terrain,1,14125,Uncommon,PR,No
Mana Vapors,1,14127,Uncommon,PR,No
Mine Bearer,1,14131,Common,PR,No
Mirror Strike,1,14133,Uncommon,PR,No
Marsh Boa,2,14135,Common,PR,No
Panic Attack,2,14139,Common,PR,No
Zerapa Minotaur,2,14141,Common,PR,No
Plague Wind,1,14147,Rare,PR,No
Pygmy Razorback,1,14151,Common,PR,No
Celestial Convergence,1,14155,Rare,PR,No
Reveille Squad,1,14163,Uncommon,PR,No
Silt Crawler,1,14189,Common,PR,No
Soul Charmer,1,14193,Common,PR,No
Spur Grappler,3,14197,Common,PR,No
Thresher Beast,4,14209,Common,PR,No
Trenching Steed,2,14211,Common,PR,No
Well of Discovery,1,14213,Rare,PR,No
Wild Might,1,14217,Common,PR,No
Entangler,1,14225,Uncommon,PR,No
Diving Griffin,1,14237,Common,PR,No
Thrive,5,14253,Common,PR,No
Keldon Berserker,2,14255,Common,PR,No
Despoil,1,14265,Common,PR,No
Spore Frog,1,14269,Common,PR,No
Devastate,1,14271,Common,PR,No
Spiketail Hatchling,1,14273,Common,PR,No
Excise,1,14275,Common,PR,No
Stormwatch Eagle,1,14283,Common,PR,No
Root Cage,1,14311,Uncommon,PR,No
Ensnaring Bridge,1,15496,Rare,7E,No
Wrath of God,1,15994,Rare,7E,No
Price of Glory,1,16359,Uncommon,OD,No
Treetop Sentinel,1,16363,Uncommon,OD,No
Pilgrim of Justice,1,16371,Common,OD,No
Aven Cloudchaser,3,16379,Common,OD,No
Patrol Hound,1,16381,Common,OD,No
Sacred Rites,2,16385,Common,OD,No
Angelic Wall,1,16387,Common,OD,No
Mystic Visionary,2,16391,Common,OD,No
Deep Reconnaissance,1,16395,Uncommon,OD,No
Centaur Garden,1,16449,Uncommon,OD,No
Barbarian Ring,2,16451,Uncommon,OD,No
Ravaged Highlands,3,16461,Common,OD,No
Bog Wreckage,1,16463,Common,OD,No
Seafloor Debris,1,16465,Common,OD,No
Steamclaw,1,16475,Uncommon,OD,No
Millikin,1,16483,Uncommon,OD,No
Patchwork Gnomes,1,16485,Uncommon,OD,No
Skycloud Egg,1,16489,Uncommon,OD,No
Lithatog,1,16499,Uncommon,OD,No
Iridescent Angel,1,16507,Rare,OD,No
Animal Boneyard,1,16509,Uncommon,OD,No
Squirrel Nest,1,16515,Uncommon,OD,No
Chainflinger,2,16519,Common,OD,No
Sarcatog,2,16521,Uncommon,OD,No
Refresh,1,16531,Common,OD,No
Overrun,1,16534,Uncommon,OD,Yes
Terravore,1,16555,Rare,OD,No
Gorilla Titan,1,16559,Uncommon,OD,No
Crashing Centaur,1,16575,Uncommon,OD,No
Twigwalker,1,16583,Uncommon,OD,No
Nantuko Disciple,1,16587,Common,OD,No
Seton's Desire,1,16595,Common,OD,No
Rites of Spring,2,16599,Common,OD,No
Muscle Burst,2,16601,Common,OD,No
Chatter of the Squirrel,1,16607,Common,OD,No
Leaf Dancer,1,16611,Common,OD,No
Krosan Archer,1,16613,Common,OD,No
Werebear,2,16615,Common,OD,No
Wild Mongrel,2,16619,Common,OD,No
Howling Gale,1,16623,Uncommon,OD,No
Diligent Farmhand,1,16627,Common,OD,No
Woodland Druid,1,16629,Common,OD,No
Earth Rift,1,16631,Common,OD,No
Dwarven Shrine,1,16635,Rare,OD,No
Recoup,1,16637,Uncommon,OD,No
Tremble,1,16643,Common,OD,No
Magnivore,1,16651,Rare,OD,No
Scorching Missile,1,16675,Common,OD,No
Shower of Coals,1,16679,Uncommon,OD,No
Ember Beast,1,16687,Common,OD,No
Kamahl's Desire,1,16699,Common,OD,No
Blazing Salvo,2,16701,Common,OD,No
Tireless Tribe,2,16703,Common,OD,No
Firebolt,1,16705,Common,OD,No
Reckless Charge,3,16707,Common,OD,No
Rites of Initiation,3,16709,Common,OD,No
Acceptable Losses,1,16711,Common,OD,No
Demoralize,1,16719,Common,OD,No
Anarchist,1,16721,Common,OD,No
Barbarian Lunatic,1,16723,Common,OD,No
Mad Dog,2,16725,Common,OD,No
Halberdier,2,16727,Common,OD,No
Pardic Swordsmith,3,16729,Common,OD,No
Minotaur Explorer,1,16731,Uncommon,OD,No
Dwarven Grunt,1,16733,Common,OD,No
Pardic Firecat,1,16735,Common,OD,No
Cabal Shrine,1,16739,Rare,OD,No
Zombie Infestation,1,16743,Uncommon,OD,No
Cabal Patriarch,1,16765,Rare,OD,No
Decompose,1,16775,Uncommon,OD,No
Afflict,3,16777,Common,OD,No
Rotting Giant,1,16797,Uncommon,OD,No
Patriarch's Desire,1,16799,Common,OD,No
Morgue Theft,1,16801,Common,OD,No
Innocent Blood,2,16805,Common,OD,No
Morbid Hunger,1,16807,Common,OD,No
Mind Burst,2,16809,Common,OD,No
Ghastly Demise,2,16813,Common,OD,No
Last Rites,1,16815,Common,OD,No
Zombie Cannibal,2,16817,Common,OD,No
Fledgling Imp,2,16819,Common,OD,No
Crypt Creeper,1,16821,Common,OD,No
Dusk Imp,1,16823,Common,OD,No
Gravedigger,1,16825,Common,OD,No
Whispering Shade,1,16829,Common,OD,No
Frightcrawler,1,16831,Common,OD,No
Filthy Cur,1,16835,Common,OD,No
Sadistic Hypnotist,1,16837,Uncommon,OD,No
Shifty Doppelganger,1,16863,Rare,OD,No
Thought Devourer,1,16873,Rare,OD,No
Think Tank,1,16877,Uncommon,OD,No
Bamboozle,1,16881,Uncommon,OD,No
Immobilizing Ink,1,16883,Common,OD,No
Primal Frenzy,2,16885,Common,OD,No
Deluge,1,16887,Uncommon,OD,No
Aven Fisher,1,16893,Common,OD,No
Thought Eater,1,16895,Uncommon,OD,No
Cephalid Broker,1,16901,Uncommon,OD,No
Aven Flock,1,16903,Common,OD,No
Phantom Whelp,1,16907,Common,OD,No
Touch of Invisibility,3,16911,Common,OD,No
Repel,2,16913,Common,OD,No
Aether Burst,1,16915,Common,OD,No
Syncopate,2,16917,Common,OD,No
Psionic Gift,1,16923,Common,OD,No
Peek,1,16927,Common,OD,No
Careful Study,1,16929,Common,OD,No
Words of Wisdom,1,16931,Common,OD,No
Aven Windreader,2,16933,Common,OD,No
Dematerialize,1,16935,Common,OD,No
Flame Burst,2,16937,Common,OD,No
Escape Artist,1,16939,Common,OD,No
Scrivener,2,16941,Common,OD,No
Dreamwinder,1,16943,Common,OD,No
Cephalid Looter,2,16947,Common,OD,No
Thought Nibbler,2,16949,Common,OD,No
Luminous Guardian,1,16951,Uncommon,OD,No
Master Apothecary,1,16975,Rare,OD,No
Krosan Avenger,2,16979,Common,OD,No
Sphere of Reason,2,16991,Uncommon,OD,No
Auramancer,1,17001,Common,OD,No
Dedicated Martyr,2,17009,Common,OD,No
Kirtar's Desire,1,17019,Common,OD,No
Second Thoughts,2,17021,Common,OD,No
Cease-Fire,1,17023,Common,OD,No
Tattoo Ward,1,17025,Uncommon,OD,No
Shelter,1,17027,Common,OD,No
Ray of Distortion,2,17033,Common,OD,No
Cephalid Illusionist,4,17125,Uncommon,TOR,No
False Cure,3,17991,Rare,ONS,No
Flooded Strand,3,18245,Rare,ONS,No
Phage the Untouchable,1,18355,Rare,LGN,No
Furnace of Rath,1,19018,Rare,8ED,Yes
Choke,1,19021,Uncommon,8ED,No
Boil,1,19023,Uncommon,8ED,No
Coat of Arms,1,19050,Rare,8ED,Yes
Defense Grid,1,19132,Rare,8ED,Yes
City of Brass,3,19301,Rare,8ED,No
Ensnaring Bridge,2,19315,Rare,8ED,No
Merchant Scroll,1,19569,Uncommon,8ED,No
Vulshok Berserker,1,19675,Common,MRD,No
Fatespinner,4,19695,Rare,MRD,No
Annul,3,19703,Common,MRD,No
Thirst for Knowledge,4,19705,Uncommon,MRD,No
Chimney Imp,1,19707,Common,MRD,No
Shatter,1,19721,Common,MRD,No
Viridian Longbow,1,19735,Common,MRD,No
Leonin Elder,1,19777,Common,MRD,No
Neurok Familiar,1,19783,Common,MRD,No
Thoughtcast,3,19787,Common,MRD,No
Lumengrid Sentinel,1,19789,Uncommon,MRD,No
Viridian Joiner,2,19801,Common,MRD,No
Fangren Hunter,1,19803,Common,MRD,No
Clockwork Condor,1,19811,Common,MRD,No
Spoils of the Vault,4,19821,Rare,MRD,No
Mindslaver,1,19827,Rare,MRD,No
Lumengrid Warden,2,19835,Common,MRD,No
Regress,2,19837,Common,MRD,No
Titanium Golem,1,19841,Common,MRD,No
Lifespark Spellbomb,2,19867,Common,MRD,No
Looming Hoverguard,1,19873,Uncommon,MRD,No
Fists of the Anvil,1,19901,Common,MRD,No
Vulshok Gauntlets,2,19905,Common,MRD,No
Arrest,1,19947,Common,MRD,No
Necrogen Mists,1,19953,Rare,MRD,No
Omega Myr,1,19959,Common,MRD,No
Terror,1,19963,Common,MRD,No
Seething Song,1,19991,Common,MRD,No
Brown Ouphe,1,20003,Uncommon,MRD,No
Heartwood Shard,1,20013,Uncommon,MRD,No
Ancient Den,4,20015,Common,MRD,No
Seat of the Synod,2,20017,Common,MRD,No
Great Furnace,1,20021,Common,MRD,No
Dross Scorpion,1,20037,Common,MRD,No
Molder Slug,1,20091,Rare,MRD,No
Gilded Lotus,1,20113,Rare,MRD,No
Fabricate,4,20143,Uncommon,MRD,No
Turn to Dust,2,20157,Common,MRD,No
Steel Wall,1,20165,Common,MRD,No
Power Conduit,1,20187,Uncommon,MRD,No
Cloudpost,1,20191,Common,MRD,No
Deconstruct,1,20197,Common,MRD,No
Assert Authority,1,20199,Uncommon,MRD,No
Tel-Jilad Exile,1,20211,Common,MRD,No
Inertia Bubble,1,20219,Common,MRD,No
Loxodon Warhammer,1,20227,Uncommon,MRD,No
Troll Ascetic,1,20243,Rare,MRD,No
Frogmite,1,20247,Common,MRD,No
Slith Strider,1,20259,Uncommon,MRD,No
Shared Fate,1,20276,Rare,MRD,Yes
Echoing Truth,2,20363,Common,DST,No
Myr Moonvessel,4,20397,Common,DST,No
Panoptic Mirror,1,20411,Rare,DST,No
Trinisphere,1,20491,Rare,DST,No
Darksteel Citadel,4,20497,Common,DST,No
Retract,1,20555,Rare,DST,No
Steelshaper Apprentice,4,20575,Rare,DST,No
Mycosynth Lattice,1,20585,Rare,DST,No
Last Word,2,20591,Rare,DST,No
Cranial Plating,3,20824,Common,5DN,No
Condescend,1,20838,Common,5DN,No
